                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1582,                 3.8049,                 2.7162,                0.22979,                 0.2249,                0.13069,                0.06932,                 3.2422,                 6.1942,                 3.6986,             0.00012487,             0.00012487,             0.00012487
                      2,                 2.0753,                 2.7987,                 2.7066,                0.23699,                0.16477,                0.08887,                0.04377,                 3.5304,                 7.0171,                 4.0129,              0.0002479,              0.0002479,              0.0002479
                      3,                 2.1097,                 2.8031,                 2.7709,                0.19312,                0.15411,                0.09652,                0.04676,                 3.6695,                 6.2967,                 4.1097,             0.00036894,             0.00036894,             0.00036894
                      4,                 2.0012,                 2.5716,                 2.6729,                0.21513,                0.14594,                 0.0875,                0.04385,                 3.7007,                 6.3563,                 4.2106,               0.000488,               0.000488,               0.000488
                      5,                 1.9082,                 2.4359,                 2.6066,                0.19037,                0.17661,                0.09508,                0.04758,                 3.5184,                 6.0252,                  4.039,             0.00060508,             0.00060508,             0.00060508
                      6,                 1.9288,                 2.5461,                 2.6787,                0.21997,                0.16275,                0.11053,                0.05676,                 3.5386,                   5.91,                 4.1008,             0.00060025,             0.00060025,             0.00060025
                      7,                 1.7667,                 2.2546,                 2.5435,                0.22146,                 0.1725,                0.11007,                0.05543,                 3.5669,                 5.9067,                 4.1065,              0.0005953,              0.0005953,              0.0005953
                      8,                 1.7453,                 2.2468,                 2.5375,                0.25957,                0.17318,                0.12119,                 0.0636,                 3.5501,                 5.8188,                 4.0517,             0.00059035,             0.00059035,             0.00059035
                      9,                 1.6346,                 2.0609,                 2.4512,                0.21537,                0.19298,                0.13342,                0.07049,                 3.4608,                 5.7137,                 3.9455,              0.0005854,              0.0005854,              0.0005854
                     10,                  1.564,                 1.9774,                 2.4123,                0.21619,                0.19946,                0.13359,                0.07295,                  3.414,                  5.499,                 3.8991,             0.00058045,             0.00058045,             0.00058045
                     11,                 1.5596,                 2.0074,                 2.4285,                0.24623,                0.20132,                0.14402,                0.07743,                  3.431,                  5.601,                 3.9821,              0.0005755,              0.0005755,              0.0005755
                     12,                 1.4888,                 1.8834,                 2.3713,                0.25747,                0.22044,                 0.1564,                0.08387,                 3.3945,                 5.5445,                   3.87,             0.00057055,             0.00057055,             0.00057055
                     13,                   1.48,                 1.8656,                  2.365,                0.26323,                0.24719,                0.17382,                0.09463,                 3.3371,                 5.2251,                 3.8602,              0.0005656,              0.0005656,              0.0005656
                     14,                 1.4442,                 1.8378,                 2.3402,                0.30652,                0.22491,                  0.169,                0.09298,                 3.3349,                 5.4975,                 3.9033,             0.00056065,             0.00056065,             0.00056065
                     15,                 1.4068,                 1.7517,                 2.3187,                0.25905,                0.24991,                0.17937,                 0.1001,                 3.2904,                  5.227,                 3.8371,              0.0005557,              0.0005557,              0.0005557
                     16,                 1.3955,                 1.7707,                 2.3107,                 0.2498,                0.22652,                 0.1734,                0.09676,                 3.3052,                 5.1919,                 3.8542,             0.00055075,             0.00055075,             0.00055075
                     17,                 1.3815,                 1.7447,                 2.3144,                0.27544,                0.26233,                0.19079,                0.10655,                 3.2738,                 5.0479,                 3.7744,              0.0005458,              0.0005458,              0.0005458
                     18,                 1.3432,                 1.6704,                 2.2798,                0.27387,                0.28545,                0.19925,                0.10893,                  3.261,                  5.074,                 3.7801,             0.00054085,             0.00054085,             0.00054085
                     19,                 1.3151,                  1.616,                 2.2655,                0.29496,                0.27376,                0.20374,                0.11395,                 3.3276,                 5.0317,                 3.8722,              0.0005359,              0.0005359,              0.0005359
                     20,                 1.3123,                  1.616,                 2.2549,                0.28645,                0.27793,                0.20889,                0.11464,                 3.2856,                 4.9458,                 3.8043,             0.00053095,             0.00053095,             0.00053095
                     21,                 1.2874,                 1.5854,                 2.2479,                0.29552,                0.25919,                0.20486,                0.11341,                 3.2743,                 4.9372,                 3.7944,               0.000526,               0.000526,               0.000526
                     22,                 1.2776,                 1.5967,                  2.242,                0.28696,                0.28307,                0.20686,                0.11326,                 3.2878,                 5.0165,                 3.8368,             0.00052105,             0.00052105,             0.00052105
                     23,                 1.2636,                 1.5578,                 2.2221,                0.31816,                0.28727,                0.22101,                0.12264,                  3.243,                 4.8537,                 3.7787,              0.0005161,              0.0005161,              0.0005161
                     24,                 1.2618,                 1.5395,                  2.237,                0.30628,                0.31702,                0.23463,                0.13081,                 3.2383,                 4.7864,                 3.7564,             0.00051115,             0.00051115,             0.00051115
                     25,                 1.1909,                 1.4413,                 2.1741,                0.32438,                0.31873,                0.23845,                0.13104,                 3.2307,                 4.6473,                 3.8132,              0.0005062,              0.0005062,              0.0005062
                     26,                 1.2426,                  1.511,                  2.208,                0.32432,                0.30707,                0.24577,                0.13867,                 3.1873,                 4.6785,                 3.7275,             0.00050125,             0.00050125,             0.00050125
                     27,                 1.2154,                 1.4586,                 2.1948,                0.33458,                0.30572,                0.24669,                0.13943,                 3.1989,                 4.6362,                 3.7298,              0.0004963,              0.0004963,              0.0004963
                     28,                  1.177,                 1.4218,                 2.1628,                0.35419,                0.31424,                0.25128,                0.14386,                 3.1898,                 4.6091,                 3.7025,             0.00049135,             0.00049135,             0.00049135
                     29,                  1.159,                 1.3918,                 2.1568,                0.33843,                0.32353,                0.25948,                0.14748,                 3.1899,                 4.5378,                 3.7104,              0.0004864,              0.0004864,              0.0004864
                     30,                 1.1603,                 1.4013,                 2.1644,                0.31346,                0.32181,                0.25379,                0.14365,                 3.1698,                 4.5899,                 3.7033,             0.00048145,             0.00048145,             0.00048145
                     31,                 1.1906,                 1.4517,                 2.1855,                0.34735,                0.33216,                0.27226,                0.15582,                 3.1474,                 4.5637,                 3.6633,              0.0004765,              0.0004765,              0.0004765
                     32,                 1.1637,                 1.3854,                 2.1463,                0.34872,                0.33381,                0.27198,                0.15643,                 3.1669,                 4.5269,                 3.6727,             0.00047155,             0.00047155,             0.00047155
                     33,                 1.1335,                 1.3679,                 2.1478,                0.33339,                0.32534,                0.26403,                0.14694,                 3.2267,                 4.5213,                 3.7354,              0.0004666,              0.0004666,              0.0004666
